case,stiffness,run_idx,q0_mcp_deg,q0_pip_deg,q0_dip_deg,theta_mcp_deg,theta_pip_deg,theta_dip_deg,tip_x_mm,tip_y_mm,tension_N,conv_time_s,saturated
all,k=0.1184,131,0.8259,0.6456,-0.6419,54.1721,54.149,54.0732,95.3178,-14.7127,15.9801,1.92,
all,k=0.1184,132,0.4964,-0.8266,-0.1483,54.1897,54.0966,54.108,95.3357,-14.7025,15.9801,1.653,
all,k=0.1184,133,-0.2065,-0.5957,0.8758,54.115,54.0896,54.1897,95.3119,-14.5875,15.9801,1.582,
all,k=0.1184,134,-0.8104,-0.9902,-0.3542,54.1156,54.134,54.1447,95.302,-14.6191,15.9801,1.201,
all,k=0.1184,135,0.9815,-0.4706,0.6614,54.1896,54.0793,54.1253,95.3396,-14.6906,15.9801,1.5290000000000001,
all,k=0.1184,136,-0.6538,0.1728,0.9168,54.0749,54.1297,54.1897,95.2891,-14.556,15.9801,1.62,
all,k=0.1184,137,0.433,0.961,0.1491,54.1423,54.1788,54.0731,95.3009,-14.6893,15.9801,1.44,
all,k=0.1184,138,0.9667,0.6741,0.5565,54.1896,54.1165,54.0881,95.3311,-14.7162,15.9801,1.312,
all,k=0.1184,139,0.777,0.263,-0.2873,54.1897,54.1271,54.0775,95.3287,-14.7235,15.9801,1.6600000000000001,
all,k=0.1184,140,0.0566,-0.547,0.5551,54.1468,54.0731,54.1743,95.3265,-14.6231,15.9801,1.324,
all,k=0.1184,141,-0.6598,0.1544,0.0718,54.0757,54.1728,54.1458,95.2796,-14.5869,15.9801,1.221,
all,k=0.1184,142,0.3438,0.521,-0.7803,54.1619,54.1593,54.0731,95.312,-14.7047,15.9801,1.873,
all,k=0.1184,143,0.2499,-0.1721,0.2284,54.177,54.0939,54.1234,95.332,-14.6819,15.9801,1.212,
all,k=0.1184,144,0.388,0.171,0.4658,54.1679,54.0955,54.1308,95.3286,-14.6697,15.9801,1.212,
all,k=0.1184,145,0.0401,-0.0743,-0.4265,54.1794,54.1417,54.0731,95.3219,-14.7184,15.9801,1.335,
all,k=0.1184,146,-0.5417,0.3906,0.3914,54.0731,54.1658,54.1552,95.2803,-14.5784,15.9801,1.375,
all,k=0.1184,147,-0.609,0.9437,0.3423,54.0741,54.1897,54.1304,95.2752,-14.5963,15.9801,1.649,
all,k=0.1184,148,0.0624,0.6824,-0.027,54.1287,54.1898,54.0758,95.2938,-14.6767,15.9801,1.268,
all,k=0.1184,149,-0.0481,-0.4835,-0.6877,54.1853,54.1357,54.0732,95.3253,-14.723,15.9801,1.41,
all,k=0.1184,150,0.4232,0.6882,0.3556,54.1492,54.1568,54.0882,95.3083,-14.6844,15.9801,1.213,
all,k=0.1184,151,-0.2624,0.1514,0.1268,54.1157,54.1483,54.1303,95.2988,-14.629,15.9801,1.201,
all,k=0.1184,152,0.8731,-0.2247,-0.6704,54.1897,54.1214,54.0832,95.3301,-14.7196,15.9801,1.924,
all,k=0.1184,153,0.7539,0.7895,-0.9035,54.1649,54.1562,54.0731,95.3137,-14.7071,15.9801,2.051,
all,k=0.1184,154,-0.6036,0.2726,0.5777,54.0731,54.1478,54.1733,95.2844,-14.566,15.9801,1.465,
all,k=0.1184,155,0.2134,-0.6168,-0.7647,54.1897,54.1251,54.0795,95.3292,-14.7222,15.9801,1.6300000000000001,
all,k=0.1184,156,0.0119,0.631,-0.5659,54.1444,54.1767,54.0732,95.3021,-14.6909,15.9801,1.696,
all,k=0.1184,157,-0.8497,0.1021,-0.6164,54.1035,54.1897,54.101,95.2852,-14.6397,15.9801,1.442,
all,k=0.1184,158,-0.8652,0.5465,0.6425,54.0732,54.16,54.161,95.2816,-14.5744,15.9801,1.766,
all,k=0.1184,159,-0.2033,-0.4118,-0.4458,54.1724,54.138,54.0838,95.3204,-14.7056,15.9801,1.214,
all,k=0.1184,160,-0.2781,0.1538,0.0556,54.1178,54.1534,54.123,95.2983,-14.6357,15.9801,1.201,
all,k=0.1184,161,-0.2893,0.2748,0.3515,54.0938,54.1507,54.1498,95.2908,-14.5984,15.9801,1.213,
all,k=0.1184,162,0.1166,-0.2254,0.2478,54.1646,54.0934,54.1362,95.3279,-14.6633,15.9801,1.212,
all,k=0.1184,163,0.1838,-0.3194,-0.3936,54.1897,54.1226,54.082,95.3298,-14.7204,15.9801,1.417,
all,k=0.1184,164,0.0915,0.2247,0.2216,54.1459,54.1313,54.117,95.3129,-14.6619,15.9801,1.201,
all,k=0.1184,165,-0.2343,0.1315,0.9715,54.0946,54.1099,54.1897,95.3003,-14.5715,15.9801,1.5190000000000001,
all,k=0.1184,166,-0.144,0.686,-0.8374,54.14,54.1811,54.0731,95.2996,-14.6876,15.9801,1.821,
all,k=0.1184,167,0.7505,0.8834,-0.4763,54.1633,54.1578,54.0732,95.3128,-14.7057,15.9801,1.855,
all,k=0.1184,168,-0.9758,-0.034,-0.6346,54.0962,54.1897,54.1083,95.2827,-14.6289,15.9801,1.453,
all,k=0.1184,169,0.9433,0.7954,0.9213,54.1696,54.1086,54.116,95.3261,-14.6812,15.9801,1.21,
all,k=0.1184,170,0.2077,0.0303,0.6654,54.1409,54.0867,54.1666,95.3214,-14.6237,15.9801,1.214,
all,k=0.1184,171,0.3047,-0.5029,0.8686,54.1441,54.0731,54.177,95.3256,-14.6191,15.9801,1.399,
all,k=0.1184,172,-0.1206,0.5471,0.0019,54.1166,54.1908,54.0869,95.2894,-14.6597,15.9801,1.213,
all,k=0.1184,173,-0.6333,-0.4081,0.1488,54.0924,54.1303,54.1715,95.295,-14.5823,15.9801,1.214,
all,k=0.1184,174,-0.714,-0.9725,-0.1322,54.1154,54.1163,54.1626,95.306,-14.6065,15.9801,1.201,
all,k=0.1184,175,0.5244,0.2283,-0.3517,54.1854,54.1357,54.0731,95.3253,-14.7231,15.9801,1.578,
all,k=0.1184,176,0.4345,-0.031,0.999,54.1392,54.0734,54.1817,95.3238,-14.612,15.9801,1.229,
all,k=0.1184,177,0.5521,0.6613,-0.4809,54.1644,54.1567,54.0731,95.3134,-14.7067,15.9801,1.784,
all,k=0.1184,178,-0.6954,-0.6014,-0.1355,54.1066,54.1378,54.1498,95.2981,-14.6085,15.9801,1.201,
all,k=0.1184,179,0.0243,-0.6108,0.5599,54.1439,54.0731,54.1772,95.3255,-14.6188,15.9801,1.312,
all,k=0.1184,180,0.7369,-0.368,0.0161,54.1896,54.1004,54.1042,95.3348,-14.7051,15.9801,1.674,
all,k=0.1184,181,0.1887,0.4448,-0.7051,54.1592,54.1619,54.0731,95.3105,-14.7026,15.9801,1.7750000000000001,
all,k=0.1184,182,-0.4383,0.4614,0.1364,54.0793,54.1909,54.124,95.2767,-14.6048,15.9801,1.218,
all,k=0.1184,183,0.7999,-0.1043,-0.1868,54.1896,54.1113,54.0933,95.3323,-14.7126,15.9801,1.731,
all,k=0.1184,184,-0.387,-0.5373,0.3015,54.1157,54.0988,54.1797,95.31,-14.595,15.9801,1.211,
all,k=0.1184,185,-0.4706,0.7246,-0.4587,54.1136,54.1897,54.0909,95.2887,-14.6545,15.9801,1.721,
all,k=0.1184,186,0.3467,0.1364,0.2569,54.1769,54.1055,54.1119,95.3293,-14.6898,15.9801,1.211,
all,k=0.1184,187,0.7908,-0.66,-0.7004,54.1897,54.1153,54.0893,95.3314,-14.7154,15.9801,1.935,
all,k=0.1184,188,-0.7562,-0.8471,0.0685,54.0963,54.1154,54.1825,95.2997,-14.5778,15.9801,1.213,
all,k=0.1184,189,-0.6685,0.6143,-0.9548,54.1176,54.1897,54.0869,95.29,-14.6605,15.9801,1.815,
all,k=0.1184,190,-0.2508,-0.0536,-0.5669,54.1587,54.1624,54.0731,95.3102,-14.7022,15.9801,1.312,
all,k=0.1184,191,-0.2882,-0.5544,-0.4363,54.164,54.1371,54.0931,95.3177,-14.6925,15.9801,1.212,
all,k=0.1184,192,0.8537,-0.1656,-0.2283,54.1896,54.1115,54.0931,95.3323,-14.7127,15.9801,1.782,
all,k=0.1184,193,0.2223,0.3283,0.3206,54.1492,54.1301,54.1149,95.3144,-14.6659,15.9801,1.201,
all,k=0.1184,194,-0.8305,0.1638,0.4718,54.0732,54.1494,54.1717,95.2841,-14.5671,15.9801,1.563,
all,k=0.1184,195,0.5911,0.1771,-0.7389,54.1816,54.1395,54.0732,95.3232,-14.7201,15.9801,1.829,
all,k=0.1184,196,-0.8325,-0.3539,0.8551,54.0862,54.1183,54.1897,95.2955,-14.5649,15.9801,1.749,
all,k=0.1184,197,-0.0548,0.7909,-0.0807,54.1187,54.1897,54.0858,95.2904,-14.662,15.9801,1.469,
all,k=0.1184,198,0.5102,-0.0297,0.4174,54.1863,54.0869,54.1211,95.3368,-14.6908,15.9801,1.214,
all,k=0.1184,199,-0.3656,0.7797,-0.4686,54.118,54.1897,54.0865,95.2901,-14.661,15.9801,1.725,
all,k=0.1184,200,-0.9876,0.4423,0.3532,54.0732,54.1672,54.1539,95.28,-14.5794,15.9801,1.723,
all,k=0.1184,201,0.3138,0.3748,0.1725,54.1647,54.1384,54.0912,95.3177,-14.6944,15.9801,1.212,
all,k=0.1184,202,-0.7694,0.3384,-0.9868,54.1164,54.1897,54.0881,95.2896,-14.6586,15.9801,1.682,
all,k=0.1184,203,-0.6343,-0.1582,-0.2433,54.1064,54.1667,54.1211,95.2914,-14.6281,15.9801,1.212,
all,k=0.1184,204,-0.7621,-0.1461,0.2472,54.0731,54.1431,54.178,95.2855,-14.5627,15.9801,1.286,
all,k=0.1184,205,-0.2451,0.417,-0.5382,54.1369,54.1842,54.0731,95.2978,-14.6851,15.9801,1.5070000000000001,
all,k=0.1184,206,-0.7123,0.4978,0.3375,54.0732,54.1727,54.1483,95.2788,-14.5832,15.9801,1.549,
all,k=0.1184,207,-0.1413,-0.7265,0.3274,54.1465,54.0742,54.1735,95.3261,-14.6234,15.9801,1.223,
all,k=0.1184,208,0.4999,-0.6721,0.3786,54.1847,54.0731,54.1364,95.3394,-14.679,15.9801,1.465,
all,k=0.1184,209,-0.2887,0.8302,0.5031,54.0731,54.1863,54.1348,95.2757,-14.5925,15.9801,1.3980000000000001,
all,k=0.1184,210,-0.4525,0.8761,-0.9495,54.1248,54.1897,54.0797,95.2925,-14.6711,15.9801,1.915,
all,k=0.1184,211,-0.6304,-0.5162,0.4642,54.0921,54.1125,54.1897,95.2989,-14.5695,15.9801,1.411,
all,k=0.1184,212,0.0523,-0.0712,-0.5549,54.1759,54.1451,54.0732,95.32,-14.7157,15.9801,1.471,
all,k=0.1184,213,0.5129,-0.7658,-0.5053,54.1897,54.1097,54.0949,95.3327,-14.7116,15.9801,1.754,
all,k=0.1184,214,0.6127,-0.0979,0.7536,54.1726,54.0732,54.1485,95.3352,-14.6611,15.9801,1.28,
all,k=0.1184,215,0.2033,0.5791,-0.6252,54.1549,54.1662,54.0731,95.308,-14.6992,15.9801,1.772,
all,k=0.1184,216,-0.3676,-0.2466,-0.0116,54.1258,54.1338,54.1347,95.3055,-14.6339,15.9801,1.201,
all,k=0.1184,217,-0.0551,0.6449,-0.6536,54.1421,54.179,54.0731,95.3008,-14.6892,15.9801,1.733,
all,k=0.1184,218,0.703,0.7781,-0.849,54.1641,54.157,54.0731,95.3133,-14.7065,15.9801,2.019,
all,k=0.1184,219,-0.9812,-0.4145,-0.1985,54.0741,54.1675,54.1527,95.2803,-14.5809,15.9801,1.225,
all,k=0.1184,220,0.9409,-0.8572,0.5626,54.1897,54.0763,54.1282,95.3403,-14.6885,15.9801,1.621,
all,k=0.1184,221,-0.0492,-0.7403,-0.2678,54.1899,54.0995,54.1048,95.3351,-14.7049,15.9801,1.211,
all,k=0.1184,222,-0.2382,-0.5129,-0.4113,54.1676,54.135,54.0917,95.3195,-14.6964,15.9801,1.212,
all,k=0.1184,223,-0.1602,0.9245,-0.0823,54.1107,54.1897,54.0939,95.2877,-14.6502,15.9801,1.614,
all,k=0.1184,224,0.9003,-0.9389,-0.8678,54.1897,54.1135,54.0911,95.3318,-14.7141,15.9801,2.011,
all,k=0.1184,225,-0.9444,0.3319,-0.5595,54.0968,54.1897,54.1077,95.2829,-14.6297,15.9801,1.639,
all,k=0.1184,226,0.1528,0.5907,-0.3364,54.1498,54.1713,54.0731,95.3051,-14.6952,15.9801,1.563,
all,k=0.1184,227,-0.5086,0.4508,-0.0482,54.0918,54.1897,54.1127,95.2813,-14.6224,15.9801,1.364,
all,k=0.1184,228,-0.7016,-0.8251,0.4743,54.0995,54.105,54.1897,95.3031,-14.5754,15.9801,1.5310000000000001,
all,k=0.1184,229,0.7208,0.7807,0.0202,54.1681,54.153,54.0731,95.3155,-14.7096,15.9801,1.589,
all,k=0.1184,230,-0.6931,-0.5487,-0.093,54.1025,54.1393,54.1524,95.2964,-14.6034,15.9801,1.201,
all,k=0.1184,231,0.7037,0.3004,-0.4516,54.1849,54.1362,54.0731,95.325,-14.7228,15.9801,1.719,
all,k=0.1184,232,0.5119,-0.1291,0.9655,54.1492,54.0731,54.1719,95.3273,-14.6266,15.9801,1.281,
all,k=0.1184,233,-0.1425,0.6744,-0.9709,54.142,54.179,54.0732,95.3007,-14.6891,15.9801,1.877,
all,k=0.1184,234,0.4364,-0.203,-0.002,54.1897,54.1023,54.1022,95.3344,-14.7064,15.9801,1.437,
all,k=0.1184,235,-0.6023,0.859,-0.6007,54.1117,54.1897,54.0928,95.288,-14.6517,15.9801,1.867,
all,k=0.1184,236,0.1232,0.1947,0.7169,54.1235,54.0988,54.1719,95.3127,-14.6064,15.9801,1.211,
all,k=0.1184,237,-0.0667,0.6598,0.0478,54.1159,54.1897,54.0886,95.2895,-14.6579,15.9801,1.3,
all,k=0.1184,238,0.9127,0.4332,0.8242,54.1909,54.0763,54.127,95.3407,-14.6903,15.9801,1.219,
all,k=0.1184,239,0.8847,0.6045,-0.7553,54.1738,54.1473,54.0732,95.3188,-14.714,15.9801,1.978,
all,k=0.1184,240,-0.7511,0.2325,-0.4576,54.1021,54.1897,54.1025,95.2847,-14.6375,15.9801,1.46,
all,k=0.1184,241,-0.2297,-0.6523,0.5243,54.125,54.0795,54.1897,95.3176,-14.5954,15.9801,1.31,
all,k=0.1184,242,0.709,-0.7344,0.0337,54.1897,54.0928,54.1118,95.3366,-14.6999,15.9801,1.706,
all,k=0.1184,243,-0.21,0.58,-0.07,54.1128,54.1897,54.0917,95.2884,-14.6534,15.9801,1.351,
all,k=0.1184,244,0.4616,0.1322,0.9565,54.1441,54.0744,54.1757,95.3253,-14.62,15.9801,1.223,
all,k=0.1184,245,-0.1607,0.9753,-0.1691,54.1136,54.1897,54.0909,95.2887,-14.6546,15.9801,1.679,
all,k=0.1184,246,-0.6347,0.5642,-0.4566,54.1075,54.1897,54.097,95.2866,-14.6455,15.9801,1.671,
all,k=0.1184,247,0.1315,0.292,-0.6006,54.1631,54.158,54.0731,95.3127,-14.7057,15.9801,1.647,
all,k=0.1184,248,-0.9312,0.9741,0.6348,54.0732,54.173,54.148,95.2787,-14.5834,15.9801,1.9060000000000001,
all,k=0.1184,249,-0.7526,0.6959,-0.4837,54.1035,54.1897,54.1011,95.2852,-14.6396,15.9801,1.792,
all,k=0.1184,250,-0.5054,0.5452,0.5147,54.0731,54.1669,54.1542,95.2801,-14.5791,15.9801,1.471,
all,k=0.1184,251,0.6919,-0.7267,0.4952,54.1873,54.0731,54.1338,95.3402,-14.6828,15.9801,1.506,
all,k=0.1184,252,-0.0604,-0.3482,0.4686,54.1365,54.0838,54.1739,95.3206,-14.6153,15.9801,1.215,
all,k=0.1184,253,0.6903,-0.3551,-0.6904,54.1896,54.1216,54.083,95.33,-14.7197,15.9801,1.861,
all,k=0.1184,254,0.9834,0.8384,-0.4203,54.1723,54.1489,54.0731,95.3179,-14.7129,15.9801,1.85,
all,k=0.1184,255,0.6288,-0.8206,0.8251,54.1655,54.0731,54.1556,95.3328,-14.6506,15.9801,1.602,
all,k=0.1184,256,0.5493,-0.6063,-0.4086,54.1896,54.1094,54.0952,95.3328,-14.7113,15.9801,1.748,
all,k=0.1184,257,0.1911,-0.2885,0.4725,54.1598,54.078,54.1564,95.3298,-14.6457,15.9801,1.218,
all,k=0.1184,258,0.1847,-0.5859,0.2202,54.1817,54.0744,54.1381,95.338,-14.6754,15.9801,1.223,
all,k=0.1184,259,-0.9719,-0.7765,-0.6776,54.103,54.1781,54.1131,95.2877,-14.6309,15.9801,1.212,
all,k=0.1184,260,-0.2926,-0.9762,0.8598,54.1178,54.0867,54.1897,95.3135,-14.5897,15.9801,1.666,
all,k=0.1184,261,-0.521,-0.4587,-0.2487,54.1278,54.1425,54.1239,95.3042,-14.6429,15.9801,1.201,
all,k=0.1184,262,0.8815,-0.2964,-0.1377,54.1897,54.1056,54.099,95.3337,-14.7087,15.9801,1.792,
all,k=0.1184,263,-0.403,0.9525,-0.2703,54.1082,54.1897,54.0963,95.2868,-14.6465,15.9801,1.7770000000000001,
all,k=0.1184,264,-0.8329,0.316,0.4332,54.0731,54.1589,54.1622,95.2819,-14.5736,15.9801,1.606,
all,k=0.1184,265,-0.2555,-0.5772,-0.1815,54.158,54.1166,54.1196,95.3204,-14.6696,15.9801,1.201,
all,k=0.1184,266,-0.1219,0.9906,0.7169,54.0732,54.1823,54.1388,95.2766,-14.5898,15.9801,1.418,
all,k=0.1184,267,0.2418,-0.6122,0.3758,54.1723,54.0731,54.1488,95.3351,-14.6607,15.9801,1.33,
all,k=0.1184,268,0.518,-0.8492,-0.241,54.1897,54.0988,54.1057,95.3352,-14.704,15.9801,1.707,
all,k=0.1184,269,-0.3463,0.1409,0.3061,54.0974,54.1416,54.1553,95.2941,-14.5974,15.9801,1.213,
all,k=0.1184,270,-0.6372,-0.0607,0.9843,54.0866,54.118,54.1897,95.2958,-14.5652,15.9801,1.719,
all,k=0.1184,271,-0.9683,-0.258,-0.3314,54.0779,54.1832,54.1331,95.278,-14.5974,15.9801,1.219,
all,k=0.1184,272,-0.1888,0.7384,-0.1234,54.1141,54.1897,54.0904,95.2888,-14.6553,15.9801,1.5090000000000001,
all,k=0.1184,273,0.7662,0.1511,-0.1508,54.1897,54.1168,54.0878,95.3311,-14.7164,15.9801,1.6440000000000001,
all,k=0.1184,274,-0.4954,0.6472,0.2884,54.0731,54.188,54.1331,95.2753,-14.5937,15.9801,1.405,
all,k=0.1184,275,-0.5755,-0.7399,-0.7491,54.1517,54.1571,54.0854,95.309,-14.6882,15.9801,1.214,
all,k=0.1184,276,0.8181,-0.1932,0.6406,54.1896,54.0797,54.1249,95.3395,-14.6908,15.9801,1.349,
all,k=0.1184,277,0.7907,-0.5473,-0.9349,54.1896,54.1219,54.0827,95.3299,-14.7199,15.9801,1.978,
all,k=0.1184,278,-0.6393,0.546,-0.9692,54.1202,54.1897,54.0843,95.2909,-14.6643,15.9801,1.7750000000000001,
all,k=0.1184,279,0.1283,-0.6175,0.5333,54.1537,54.0731,54.1674,95.3288,-14.6333,15.9801,1.362,
all,k=0.1184,280,-0.0412,0.0982,-0.4132,54.1661,54.155,54.0732,95.3144,-14.708,15.9801,1.337,
all,k=0.1184,281,-0.0868,-0.9086,0.619,54.1364,54.0731,54.1848,95.3229,-14.6077,15.9801,1.43,
all,k=0.1184,282,0.815,0.5053,-0.0088,54.1896,54.1286,54.076,95.3284,-14.7245,15.9801,1.456,
all,k=0.1184,283,0.6876,-0.9924,0.3319,54.1896,54.075,54.1296,95.3406,-14.6875,15.9801,1.615,
all,k=0.1184,284,0.5348,-0.3467,0.7131,54.1694,54.0731,54.1517,95.3342,-14.6564,15.9801,1.31,
all,k=0.1184,285,-0.9996,0.2642,-0.398,54.0868,54.1897,54.1177,95.2795,-14.615,15.9801,1.562,
all,k=0.1184,286,0.2573,-0.4973,-0.5804,54.1896,54.1233,54.0813,95.3296,-14.7208,15.9801,1.579,
all,k=0.1184,287,0.2523,-0.0061,-0.6254,54.1813,54.1399,54.0731,95.323,-14.7199,15.9801,1.612,
all,k=0.1184,288,0.7723,0.7648,0.0991,54.172,54.1491,54.0732,95.3178,-14.7126,15.9801,1.543,
all,k=0.1184,289,0.4122,-0.0972,0.6029,54.1656,54.0813,54.1473,95.331,-14.6565,15.9801,1.216,
all,k=0.1184,290,0.6677,0.5283,-0.5137,54.173,54.1481,54.0731,95.3183,-14.7134,15.9801,1.8,
all,k=0.1184,291,-0.951,0.3165,-0.1775,54.077,54.1897,54.1276,95.2762,-14.6005,15.9801,1.5030000000000001,
all,k=0.1184,292,0.7885,0.7197,0.0675,54.1749,54.1462,54.0731,95.3194,-14.7149,15.9801,1.556,
all,k=0.1184,293,-0.2451,0.426,0.4187,54.0867,54.1611,54.1464,95.286,-14.5952,15.9801,1.215,
all,k=0.1184,294,0.3646,0.6848,0.1546,54.1527,54.1684,54.0732,95.3068,-14.6974,15.9801,1.2550000000000001,
all,k=0.1184,295,0.0321,0.0338,0.778,54.1157,54.0895,54.1891,95.3122,-14.5884,15.9801,1.213,
all,k=0.1184,296,-0.2665,0.6838,0.0098,54.1038,54.1897,54.1008,95.2853,-14.64,15.9801,1.444,
all,k=0.1184,297,-0.8293,-0.102,-0.4176,54.0928,54.1883,54.1132,95.2819,-14.6228,15.9801,1.214,
all,k=0.1184,298,0.0558,0.7066,-0.6411,54.145,54.1761,54.0731,95.3024,-14.6914,15.9801,1.7750000000000001,
all,k=0.1184,299,-0.0496,0.165,0.5396,54.1158,54.1149,54.1635,95.3064,-14.6062,15.9801,1.211,
